chr	cell	z	score	p	p.adj	monosomy
E7.14	21	E7.10.747	-3.84744817728654	0.757614689355644	0.000557169211340683	0.0186784345135162	TRUE
E7.144	2	E7.12.864	3.79456197079588	1.22959812334766	0.000644359722666178	0.0197230106416082	FALSE
E7.168	21	E7.12.865	4.37788518797778	1.24689562800905	0.000126535225728024	0.00675936973234023	FALSE
E7.175	8	E7.12.865	-7.49706424538724	0.540449671758028	1.90013431841193e-08	1.337694560162e-05	TRUE
E7.197	8	E7.12.870	-6.47859046313401	0.603090312327936	3.16789173332853e-07	7.43398593421095e-05	TRUE
E7.263	8	E7.12.878	-6.36543123058389	0.610050105438817	4.35679287983522e-07	7.66795546850999e-05	TRUE
E7.271	15	E7.14.896	6.08150380554583	1.41249066414636	9.73295768363026e-07	0.000137040044185514	FALSE
E7.278	21	E7.14.896	-3.87543675571207	0.755949799032603	0.000515800015398174	0.0186784345135162	TRUE
E7.293	15	E7.14.897	7.03960222466469	1.47830878112437	6.63668336408557e-08	2.33611254415812e-05	FALSE
E7.300	21	E7.14.897	-4.61702519453065	0.711836682721479	6.41791189637093e-05	0.00451820997504514	TRUE
E7.314	14	E7.4.192	4.82148720750285	1.23226070955405	3.58050593221596e-05	0.00360096596611433	FALSE
E7.316	16	E7.4.192	4.54084329298068	1.23179060375981	7.97139045496658e-05	0.00510168989117861	FALSE
E7.319	19	E7.4.192	3.62946449149953	1.285965665611	0.00101087954582837	0.0273715077024297	FALSE
E7.323	22	E7.4.192	4.68127185688495	1.32446721939025	5.34400440006731e-05	0.00418019899738598	FALSE
E7.325	4	E7.4.192	-4.01638221620412	0.751212991348338	0.000349035483722119	0.0142817840844136	TRUE
E7.349	6	E7.6.264	5.08112755949116	1.42323745773622	1.70212970279251e-05	0.00199716551794321	FALSE
E7.366	21	E7.6.265	-3.82573963604902	0.758906013969713	0.000591469598226378	0.0189270271432441	TRUE
E7.388	21	E7.6.266	-4.17510958086199	0.738123870931321	0.000224015204634981	0.0105137802708684	TRUE
E7.393	6	E7.6.266	4.00014361075698	1.33744277904302	0.000365159252158303	0.0142817840844136	FALSE
E7.401	13	E7.8.318	-3.08492646061296	0.533753610522906	0.00425934488759639	0.0908660242687229	TRUE
E7.499	22	E7.8.335	-4.71379244499479	0.693591034650316	4.87045214737151e-05	0.00418019899738598	TRUE
E7.587	22	E7.8.344	-3.58748109356773	0.769222556200989	0.00113248204457803	0.0295284207178865	TRUE
E7.692	18	E7.9.573	-4.35650388557364	0.796345473303271	0.000134419284449948	0.00675936973234023	TRUE
