ngenes	zeros	residual
ENSG00000000419	3278	0	0.0977184080154965
ENSG00000002834	3278	0	0.0977184080154965
ENSG00000003056	3278	0.0359281437125748	0.0977184080154965
ENSG00000003402	3278	0	0.0977184080154965
ENSG00000003509	3278	0.0179640718562874	0.0977184080154965
ENSG00000003756	3278	0.00598802395209581	0.0977184080154965
ENSG00000004059	3278	0.0179640718562874	0.0977184080154965
ENSG00000004142	3278	0.0119760479041916	0.0977184080154965
ENSG00000004455	3278	0.00598802395209581	0.0977184080154965
ENSG00000004478	3278	0	0.0977184080154965
ENSG00000004534	3278	0	0.0977184080154965
ENSG00000004779	3278	0	0.0977184080154965
ENSG00000004897	3278	0.0239520958083832	0.0977184080154965
ENSG00000005075	3278	0	0.0977184080154965
ENSG00000005194	3278	0.0239520958083832	0.0977184080154965
ENSG00000005339	3278	0.0119760479041916	0.0977184080154965
ENSG00000005801	3278	0.0179640718562874	0.0977184080154965
ENSG00000006007	3278	0	0.0977184080154965
ENSG00000006125	3278	0.00598802395209581	0.0977184080154965
ENSG00000006634	3278	0	0.0977184080154965
ENSG00000006652	3278	0.0419161676646707	0.0977184080154965
ENSG00000006712	3278	0.00598802395209581	0.0977184080154965
ENSG00000006744	3278	0	0.0977184080154965
ENSG00000007062	3278	0.0479041916167665	0.0977184080154965
ENSG00000007080	3278	0	0.0977184080154965
ENSG00000007168	3278	0.0119760479041916	0.0977184080154965
ENSG00000007202	3278	0.0179640718562874	0.0977184080154965
ENSG00000007392	3278	0.00598802395209581	0.0977184080154965
ENSG00000007923	3278	0.0119760479041916	0.0977184080154965
ENSG00000008018	3278	0	0.0977184080154965
ENSG00000008083	3278	0.0119760479041916	0.0977184080154965
ENSG00000008282	3278	0.0479041916167665	0.0977184080154965
ENSG00000008283	3278	0.0179640718562874	0.0977184080154965
ENSG00000008324	3278	0.0239520958083832	0.0977184080154965
ENSG00000008513	3278	0.00598802395209581	0.0977184080154965
ENSG00000008952	3278	0	0.0977184080154965
ENSG00000008988	3278	0	0.0977184080154965
ENSG00000009307	3278	0	0.0977184080154965
ENSG00000009780	3278	0.0119760479041916	0.0977184080154965
ENSG00000009844	3278	0	0.0977184080154965
ENSG00000009954	3278	0.0179640718562874	0.0977184080154965
ENSG00000010165	3278	0.0359281437125748	0.0977184080154965
ENSG00000010244	3278	0	0.0977184080154965
ENSG00000010256	3278	0	0.0977184080154965
ENSG00000010278	3278	0	0.0977184080154965
ENSG00000010292	3278	0.0119760479041916	0.0977184080154965
