chr	cell	z	score	p	p.adj	monosomy
lateICME7.1699	13	E7.17.1315	-3.2663461405543	0.548389977856449	0.00121153294056236	0.025985292725165	TRUE
lateICME7.1711	4	E7.17.1315	-2.76344700521077	0.581531667139082	0.00606138935952122	0.0888051948561974	TRUE
lateICME7.1715	8	E7.17.1315	-4.52519939282414	0.595530011162329	8.60864625536566e-06	0.000486779815530676	TRUE
lateICME7.1735	6	E7.17.1316	4.99978698367869	1.49125733572433	9.62063260292e-07	7.00259236906156e-05	FALSE
lateICME7.1737	8	E7.17.1316	-3.77865395200655	0.672330085399483	0.000189065097957098	0.00618939425943763	TRUE
lateICME7.1743	13	E7.17.1317	-3.04538342682047	0.585906351125133	0.002523269049462	0.0459154437138803	TRUE
lateICME7.1755	4	E7.17.1317	-3.04159882361493	0.532179556678676	0.00255426350744863	0.0459901866262198	TRUE
lateICME7.1759	8	E7.17.1317	-5.2918311712981	0.516663576140126	2.295106497721e-07	2.03936605940352e-05	TRUE
lateICME7.1765	13	E7.17.1318	-2.92686401344363	0.606029287147664	0.00367719296119777	0.0615836647738276	TRUE
lateICME7.1779	6	E7.17.1318	2.83787715372459	1.29492617725602	0.00484092930786405	0.0757896828819202	FALSE
lateICME7.1781	8	E7.17.1318	-5.37143012450306	0.50847491784674	1.53611699129237e-07	1.48029752879188e-05	TRUE
lateICME7.1787	13	E7.17.1320	-3.47987112031861	0.512136427618668	0.000573559886383199	0.0149212803902428	TRUE
lateICME7.1799	4	E7.17.1320	-3.76921925852608	0.403078822112181	0.000196027912730213	0.00635650700900531	TRUE
lateICME7.1803	8	E7.17.1320	-6.1274710901231	0.430698001518165	2.70700386419672e-09	4.40983819972238e-07	TRUE
lateICME7.1809	13	E7.17.1321	-3.70906115867493	0.473223169887786	0.000246446319897831	0.0076297996413618	TRUE
lateICME7.1821	4	E7.17.1321	-3.36718260616369	0.474411655348203	0.000855118585941072	0.0200367170034548	TRUE
lateICME7.1825	8	E7.17.1321	-2.8363214181617	0.769271550176378	0.00486396593193854	0.0757896828819202	TRUE
lateICME7.1831	13	E7.17.1323	-3.53149145589187	0.503372017800846	0.00047598856560428	0.0129234673248591	TRUE
lateICME7.1843	4	E7.17.1323	-3.59451527671889	0.434076319297308	0.000377942551287486	0.0107298047133153	TRUE
lateICME7.1847	8	E7.17.1323	-4.91671918398394	0.555252825900226	1.4294822951206e-06	9.68368105268828e-05	TRUE
lateICME7.1853	13	E7.17.1324	-3.3629580206994	0.531986634068416	0.000867839601296035	0.0201279950917541	TRUE
lateICME7.1865	4	E7.17.1324	-2.88530763525125	0.559910096196144	0.00418449679630075	0.0681674454292613	TRUE
lateICME7.1869	8	E7.17.1324	-6.23090829045033	0.420057008713608	1.51081805750381e-09	2.63282027605427e-07	TRUE
lateICME7.1870	9	E7.17.1324	6.0955773205603	1.31362664873892	3.23559504806369e-09	4.9195425153004e-07	FALSE
lateICME7.1875	13	E7.17.1326	-3.50031208149222	0.508665838774055	0.00053287530422182	0.0141315226026577	TRUE
lateICME7.1887	4	E7.17.1326	-2.86480104496563	0.563548553477311	0.00445765214661416	0.0717629552638449	TRUE
lateICME7.1891	8	E7.17.1326	-3.86858320708845	0.663078708204254	0.000133448951674146	0.00470648313069334	TRUE
lateICME7.1897	13	E7.17.1327	-3.29682399268849	0.543215265536111	0.00109141778191432	0.0240111912021151	TRUE
lateICME7.1909	4	E7.17.1327	-3.31967415930055	0.482841016446197	0.00100872771670852	0.0225546243062736	TRUE
lateICME7.1913	8	E7.17.1327	-6.15293298191698	0.428078636275177	2.34656147180067e-09	3.91589599757565e-07	TRUE
lateICME7.1919	13	E7.17.1328	-3.5868331066807	0.493975780792281	0.000388787419884592	0.0109920806894644	TRUE
lateICME7.1931	4	E7.17.1328	-3.10819466998771	0.520363543448023	0.00205684606110261	0.0393673157977484	TRUE
lateICME7.1935	8	E7.17.1328	-5.12235153044167	0.5340986153056	5.31309349287352e-07	4.13093019070917e-05	TRUE
lateICME7.1941	13	E7.17.1329	-3.16969117937054	0.564800636201314	0.00167842551566997	0.0334804296740932	TRUE
lateICME7.1953	4	E7.17.1329	-3.14371088709189	0.514061947867172	0.00182967594800184	0.0357331643690479	TRUE
lateICME7.1963	13	E7.17.1330	-3.83702405058773	0.451496863505959	0.000150916384414507	0.00508655124218747	TRUE
lateICME7.1975	4	E7.17.1330	-3.00016937659717	0.539530328847863	0.00291718900101752	0.0514417709921697	TRUE
lateICME7.1979	8	E7.17.1330	-5.97874932280646	0.445997596353397	6.18234326989222e-09	8.63256992910256e-07	TRUE
lateICME7.1985	13	E7.17.1332	-4.12019005900529	0.403419242221886	4.8626004704062e-05	0.00205509149672867	TRUE
lateICME7.1997	4	E7.17.1332	-3.42615128856546	0.46394891976627	0.000694760550602429	0.0171798926888794	TRUE
lateICME7.2001	8	E7.17.1332	-6.00449981270865	0.443348541884635	5.36438553330376e-09	7.80917570614134e-07	TRUE
lateICME7.2007	13	E7.17.1333	-3.8564169530862	0.448204220341863	0.000139942984023942	0.00488515253414189	TRUE
lateICME7.2019	4	E7.17.1333	-3.41858405217649	0.465291564543108	0.000713640284141559	0.0173574602815831	TRUE
lateICME7.2023	8	E7.17.1333	-4.89962125085651	0.557011757723654	1.54987084374788e-06	0.000103962905028657	TRUE
lateICME7.2029	13	E7.17.1334	-3.54370509486445	0.501298313007303	0.000455297710015778	0.0125610763384192	TRUE
lateICME7.2041	4	E7.17.1334	-3.61859091054612	0.429804611325517	0.000345767053575001	0.0100243143244074	TRUE
lateICME7.2046	9	E7.17.1334	-3.84333978580839	0.799204808248926	0.000147256255553338	0.00498775891334624	TRUE
lateICME7.2063	4	E7.17.1336	-3.28659356467012	0.488710462742335	0.00113044441806895	0.0245539705029452	TRUE
lateICME7.2065	6	E7.17.1336	3.23687845126308	1.33116098496664	0.00133923140954529	0.0282809299509533	FALSE
lateICME7.2067	8	E7.17.1336	-5.76289417193837	0.468203467161456	1.99521645309461e-08	2.4820492676497e-06	TRUE
lateICME7.2073	13	E7.17.1337	-3.31470322596933	0.540179622199788	0.00102620427183255	0.0227226201549461	TRUE
lateICME7.2085	4	E7.17.1337	-3.64249509090352	0.425563324116852	0.00031638162872495	0.00927077121447289	TRUE
lateICME7.2095	13	E7.17.1338	-3.26941751600937	0.547868501331864	0.00119889457679957	0.0257950839448512	TRUE
lateICME7.2107	4	E7.17.1338	-2.97167105356257	0.544586748735423	0.00319366474351189	0.0554595283632191	TRUE
lateICME7.2111	8	E7.17.1338	-3.99038021359545	0.650548969717932	8.23851221877256e-05	0.00311424865198021	TRUE
lateICME7.2117	13	E7.17.1339	-3.85232539701631	0.448898909242873	0.000142193359448912	0.00491206429736296	TRUE
lateICME7.2129	4	E7.17.1339	-3.92247844058302	0.375886247476715	0.000107962032943052	0.00399284448322359	TRUE
lateICME7.2139	13	E7.17.1340	-4.02882073411147	0.418932473572553	7.05757699675759e-05	0.00278739950465098	TRUE
lateICME7.2151	4	E7.17.1340	-3.47751401080022	0.454835699670064	0.0005784338618361	0.0149370752447012	TRUE
lateICME7.2155	8	E7.17.1340	-5.73432273798666	0.471142723271775	2.32426908727757e-08	2.83975876699163e-06	TRUE
lateICME7.2161	13	E7.17.1341	-3.6750646669244	0.478995297921454	0.000280109153595292	0.00836902545370736	TRUE
lateICME7.2173	4	E7.17.1341	-3.59832472242409	0.433400414367711	0.000372670776409973	0.0106242227174877	TRUE
lateICME7.2178	9	E7.17.1341	7.33504332208273	1.37777935017552	1.95017155526516e-12	7.02267041111801e-10	FALSE
lateICME7.2183	13	E7.17.1342	-2.81214756411614	0.625506533151315	0.00523495917994092	0.0798129802128583	TRUE
lateICME7.2195	4	E7.17.1342	-3.31500619103339	0.483669247902199	0.00102513111594084	0.0227226201549461	TRUE
lateICME7.2199	8	E7.17.1342	-2.74432958009835	0.778735113418744	0.00641686603931064	0.0926248891159565	TRUE
lateICME7.2205	13	E7.17.1343	-3.68697832513139	0.476972525659401	0.000267847847035986	0.00810129009062878	TRUE
lateICME7.2217	4	E7.17.1343	-3.42120379462945	0.464826747093205	0.000707050652530444	0.0173392134932376	TRUE
lateICME7.2221	8	E7.17.1343	-3.91882974603965	0.657909648545426	0.000109530423636197	0.00402907074472507	TRUE
lateICME7.2227	13	E7.17.1344	-3.68605473113329	0.477129338981412	0.000268780013237757	0.00810129009062878	TRUE
lateICME7.2239	4	E7.17.1344	-3.17722718990707	0.508115194442193	0.00163676613321269	0.032937511421886	TRUE
lateICME7.2243	8	E7.17.1344	-5.86707611771273	0.457485859455113	1.13802324996375e-08	1.4973759762023e-06	TRUE
lateICME7.2247	11	E7.17.1345	3.01768631598239	1.22313536789779	0.00275832454737791	0.048892374490051	FALSE
lateICME7.2249	13	E7.17.1345	-4.28928812349462	0.374708759809745	2.39765952117193e-05	0.0011717704602756	TRUE
lateICME7.2261	4	E7.17.1345	-3.75422195231427	0.405739774382851	0.000207596384461008	0.00662936315572397	TRUE
lateICME7.2265	8	E7.17.1345	-7.07339893110121	0.333386673314822	1.00977806413895e-11	2.76356060593548e-09	TRUE
lateICME7.2269	11	E7.17.1346	3.82093402362381	1.28141174913437	0.000160633742763248	0.00538752974503011	FALSE
lateICME7.2271	13	E7.17.1346	-3.17284017796413	0.564265980355251	0.00166089991143706	0.0333251530617372	TRUE
lateICME7.2277	19	E7.17.1346	3.64684719724865	1.41677823934666	0.000311291021651261	0.00922014359367067	FALSE
lateICME7.2283	4	E7.17.1346	-3.69911575848755	0.415517193708715	0.000255877320847969	0.00785072927911123	TRUE
lateICME7.2287	8	E7.17.1346	-3.36616391770106	0.714764562290875	0.000858170050107551	0.0200395886786207	TRUE
lateICME7.2291	11	E7.17.1347	5.28627014173601	1.38772327103037	2.35999055858191e-07	2.04818374024286e-05	FALSE
lateICME7.2293	13	E7.17.1347	-3.91289288509043	0.43861539827336	0.000112128637004841	0.00407698832829667	TRUE
lateICME7.2296	16	E7.17.1347	4.38145258332297	1.28359076643619	1.61532926010073e-05	0.000856750604465831	FALSE
lateICME7.2298	18	E7.17.1347	-5.37335623508717	0.445749989761769	1.52117740742083e-07	1.48029752879188e-05	TRUE
lateICME7.2299	19	E7.17.1347	5.4730212049034	1.62735005180888	9.1403129150567e-08	9.33403297982358e-06	FALSE
lateICME7.2305	4	E7.17.1347	-3.85992906776714	0.386984300238509	0.000138038230221804	0.00484337215988504	TRUE
lateICME7.2306	5	E7.17.1347	-4.08209411489336	0.732444159886333	5.68433032528923e-05	0.00235710230821993	TRUE
lateICME7.2309	8	E7.17.1347	-3.42009486944348	0.709216472555089	0.000709833048853783	0.0173452775723485	TRUE
lateICME7.2313	11	E7.17.1348	3.10774963583787	1.22966954697281	0.00205985078275269	0.0393673157977484	FALSE
lateICME7.2315	13	E7.17.1348	-3.93010132147701	0.435693646852317	0.000104753781971927	0.00389524661006481	TRUE
lateICME7.2327	4	E7.17.1348	-3.57489703407751	0.437557158227038	0.000406218845723515	0.0113907759936077	TRUE
lateICME7.2331	8	E7.17.1348	-2.76872106326082	0.776225865333886	0.00596650948448392	0.0877910922426645	TRUE
lateICME7.2349	4	E7.17.1349	-3.24892396806596	0.495394129609133	0.00128559425907382	0.0273168817409413	TRUE
lateICME7.2353	8	E7.17.1349	-5.59988000018988	0.484973378016824	4.73030586756863e-08	5.22012141062977e-06	TRUE
lateICME7.2359	13	E7.17.1350	-3.27629510180455	0.546700783613707	0.00117103666408274	0.0252751825099499	TRUE
lateICME7.2371	4	E7.17.1350	-3.08808664538783	0.523931283744986	0.0021967183626236	0.0411779370878649	TRUE
lateICME7.2381	13	E7.17.1351	-2.77089442599503	0.632510738078489	0.00592780365980412	0.0874095531042669	TRUE
lateICME7.2393	4	E7.17.1351	-3.4261423600798	0.463950503935711	0.000694782549108924	0.0171798926888794	TRUE
lateICME7.2403	13	E7.17.1352	-3.21425376598056	0.557234533283635	0.00144562410677828	0.0300637086278936	TRUE
lateICME7.2415	4	E7.17.1352	-3.11517664045404	0.519124741632301	0.00201023201324743	0.0387436829144758	TRUE
lateICME7.2419	8	E7.17.1352	-5.451176740781	0.500271068870581	1.02262078424119e-07	1.02893697143797e-05	TRUE
lateICME7.2425	13	E7.17.1353	-2.84958311004005	0.619150501897598	0.00467074926243387	0.0741467899154815	TRUE
lateICME7.2437	4	E7.17.1353	-3.35041982098666	0.477385854224296	0.00090664023032714	0.0207465968424692	TRUE
lateICME7.2478	21	E7.19.1539	3.00848871658813	1.44161458710226	0.00284072131888202	0.0502227784594078	FALSE
lateICME7.2484	7	E7.19.1539	4.03359628372629	1.20973060514523	6.92264234189692e-05	0.00275376272693365	FALSE
lateICME7.2505	6	E7.19.1542	3.32574806699	1.33923156883955	0.00098774922134207	0.0223780800411339	FALSE
lateICME7.2747	6	E7.19.1553	4.95528707846494	1.48721613205279	1.19018092349373e-06	8.30940599851437e-05	FALSE
lateICME7.2845	15	E7.19.1569	5.86252986473232	1.3465870427557	1.16643379260215e-08	1.50580000169507e-06	FALSE
